Vout	I1	R	I2	V1	V2	Itot	Log(Vout)	Log(Itot)	Pre-Set		Set		Return	
V	A	ohm	A	V	V	A	V	A	1.004721701	-5.072549439	3.088819614	-4.227175004	0.996596798	-2.239642653
1.54875	0.0088312	175.3725428	-0.0088306	1.54875	0	0.0088309	0.189981319	-2.053995033						
1.53925	0.008778	175.3531556	-0.0087776	1.53925	0	0.0087778	0.187309162	-2.056614319						
1.5295	0.0087244	175.3129155	-0.0087242	1.5295	0	0.0087243	0.184549481	-2.059269409						
1.52	0.0086708	175.3010103	-0.0086704	1.52	0	0.0086706	0.181843588	-2.061950849						
1.5105	0.0086178	175.2767528	-0.0086168	1.5105	0	0.0086173	0.17912073	-2.064628787						
1.50075	0.0085642	175.2352818	-0.008564	1.50075	0	0.0085641	0.176308352	-2.06731827						
1.49125	0.0085108	175.2185458	-0.0085108	1.49125	0	0.0085108	0.173550457	-2.070029615						
1.4815	0.0084572	175.1761812	-0.0084568	1.4815	0	0.008457	0.170701656	-2.072783669						
1.472	0.0084046	175.142184	-0.0084044	1.472	0	0.0084045	0.16790781	-2.075488118						
1.4625	0.0083512	175.124533	-0.0083512	1.4625	0	0.0083512	0.165095875	-2.078251115						
1.45275	0.0082972	175.0891867	-0.0082968	1.45275	0	0.008297	0.162190884	-2.08107891						
1.44325	0.008245	175.0454821	-0.0082444	1.44325	0	0.0082447	0.159341566	-2.083825142						
1.4335	0.0081904	175.0219769	-0.0081898	1.4335	0	0.0081901	0.156397697	-2.086710796						
1.424	0.0081372	174.9987711	-0.0081368	1.424	0	0.008137	0.153509989	-2.089535684						
1.4145	0.008085	174.9536178	-0.0080836	1.4145	0	0.0080843	0.150602952	-2.092357579						
1.40475	0.0080296	174.9464481	-0.008029	1.40475	0	0.0080293	0.147599041	-2.095322315						
1.39525	0.007976	174.9310431	-0.0079752	1.39525	0	0.0079756	0.144652031	-2.098236635						
1.3855	0.0079208	174.9192001	-0.0079206	1.3855	0	0.0079207	0.14160653	-2.101236435						
1.376	0.0078686	174.8722772	-0.0078684	1.376	0	0.0078685	0.138618434	-2.104108051						
1.3665	0.007815	174.8560461	-0.0078146	1.3665	0	0.0078148	0.135609636	-2.107082132						
1.35675	0.0077604	174.8299057	-0.0077598	1.35675	0	0.0077601	0.13249983	-2.110132682						
1.34725	0.0077072	174.8040793	-0.007707	1.34725	0	0.0077071	0.129448192	-2.113109006						
1.3375	0.0076528	174.7726322	-0.0076524	1.3375	0	0.0076526	0.126293791	-2.116190987						
1.328	0.0075988	174.7644365	-0.0075984	1.328	0	0.0075986	0.123198075	-2.119266417						
1.3185	0.0075466	174.7144409	-0.0075462	1.3185	0	0.0075464	0.120080134	-2.122260179						
1.30875	0.0074918	174.6909955	-0.0074912	1.30875	0	0.0074915	0.116856695	-2.125431216						
1.29925	0.0074382	174.6726359	-0.0074378	1.29925	0	0.007438	0.113692725	-2.128543826						
1.2895	0.007384	174.6343445	-0.0073834	1.2895	0	0.0073837	0.110421346	-2.131725957						
1.28	0.0073306	174.6105367	-0.0073304	1.28	0	0.0073305	0.10720997	-2.134866402						
1.2705	0.0072766	174.6007751	-0.007276	1.2705	0	0.0072763	0.103974669	-2.138089403						
1.26075	0.0072226	174.556254	-0.0072222	1.26075	0	0.0072224	0.100628977	-2.141318463						
1.25125	0.0071688	174.5410668	-0.007168	1.25125	0	0.0071684	0.09734409	-2.144577769						
1.2415	0.0071134	174.5297607	-0.0071134	1.2415	0	0.0071134	0.093946724	-2.147922769						
1.232	0.007061	174.4795355	-0.0070602	1.232	0	0.0070606	0.090610708	-2.151158392						
1.2225	0.0070066	174.478349	-0.0070066	1.2225	0	0.0070066	0.087248868	-2.154492675						
1.21275	0.006952	174.4462025	-0.0069514	1.21275	0	0.0069517	0.083771283	-2.157908978						
1.20325	0.0068988	174.4143909	-0.0068984	1.20325	0	0.0068986	0.08035587	-2.161239036						
1.1935	0.006844	174.3863238	-0.0068436	1.1935	0	0.0068438	0.076822423	-2.164702691						
1.184	0.0067896	174.3843525	-0.0067892	1.184	0	0.0067894	0.073351702	-2.168168604						
1.1745	0.0067372	174.3305824	-0.0067366	1.1745	0	0.0067369	0.069853021	-2.171539899						
1.16475	0.006682	174.3115834	-0.0066814	1.16475	0	0.0066817	0.066232719	-2.175113028						
1.15525	0.0066284	174.2879126	-0.0066278	1.15525	0	0.0066281	0.062675977	-2.178610948						
1.1455	0.0065726	174.2841493	-0.0065726	1.1455	0	0.0065726	0.058995094	-2.182262798						
1.136	0.0065202	174.2277844	-0.0065194	1.136	0	0.0065198	0.055378331	-2.185765726						
1.1265	0.0064654	174.2351595	-0.0064652	1.1265	0	0.0064653	0.051731196	-2.189411318						
1.11675	0.0064108	174.198228	-0.0064102	1.11675	0	0.0064105	0.047955961	-2.193108095						
1.10725	0.006357	174.1780714	-0.006357	1.10725	0	0.006357	0.044245689	-2.196747789						
1.0975	0.0063022	174.1455365	-0.0063018	1.0975	0	0.006302	0.040404529	-2.200521601						
1.088	0.0062476	174.1468724	-0.0062472	1.088	0	0.0062474	0.036628895	-2.204300687						
1.0785	0.0061948	174.0976303	-0.0061948	1.0785	0	0.0061948	0.032820149	-2.20797271						
1.06875	0.0061392	174.0862002	-0.0061386	1.06875	0	0.0061389	0.028876128	-2.211909441						
1.05925	0.0060854	174.0641535	-0.0060848	1.05925	0	0.0060851	0.024998473	-2.21573228						
1.0495	0.0060302	174.040662	-0.0060302	1.0495	0	0.0060302	0.020982443	-2.219668284						
1.04	0.0059762	174.0236271	-0.0059758	1.04	0	0.005976	0.017033339	-2.223589411						
1.0305	0.0059214	174.0297903	-0.0059214	1.0305	0	0.0059214	0.013047996	-2.227575601						
1.02075	0.0058676	173.9638012	-0.0058672	1.02075	0	0.0058674	0.008919389	-2.231554303						
1.01125	0.005813	173.96353	-0.0058126	1.01125	0	0.0058128	0.004858535	-2.235614619						
1.0015	0.0057576	173.9440044	-0.0057576	1.0015	0	0.0057576	0.000650954	-2.23975851						
0.992	0.0057042	173.9069458	-0.0057036	0.992	0	0.0057039	-0.003488328	-2.243828097						
0.9825	0.00565	173.8938053	-0.0056498	0.9825	0	0.0056499	-0.007667441	-2.247959239						
0.97275	0.0055944	173.8792364	-0.005594	0.97275	0	0.0055942	-0.011998761	-2.252262011						
0.96325	0.0055408	173.8467369	-0.005541	0.96325	0	0.0055409	-0.016260982	-2.256419688						
0.9535	0.0054854	173.8250629	-0.005485	0.9535	0	0.0054852	-0.020679303	-2.260807533						
0.944	0.005431	173.8169766	-0.0054308	0.944	0	0.0054309	-0.025028006	-2.265128194						
0.9345	0.0053778	173.7699431	-0.0053774	0.9345	0	0.0053776	-0.029420694	-2.269411505						
0.92475	0.0053218	173.7663948	-0.0053216	0.92475	0	0.0053217	-0.03397566	-2.273949612						
0.91525	0.0052676	173.7508543	-0.005267	0.91525	0	0.0052673	-0.038460262	-2.278411946						
0.9055	0.0052118	173.7403584	-0.0052116	0.9055	0	0.0052117	-0.043111545	-2.283020591						
0.896	0.0051584	173.6972705	-0.0051582	0.896	0	0.0051583	-0.04769199	-2.287493403						
0.8865	0.0051036	173.700917	-0.0051032	0.8865	0	0.0051034	-0.05232126	-2.292140391						
0.87675	0.0050482	173.6757656	-0.0050478	0.87675	0	0.005048	-0.057124225	-2.296880654						
0.86725	0.0049944	173.6444818	-0.004994	0.86725	0	0.0049942	-0.061855691	-2.30153407						
0.8575	0.0049386	173.6322035	-0.0049382	0.8575	0	0.0049384	-0.066765871	-2.306413736						
0.848	0.0048838	173.635284	-0.0048836	0.848	0	0.0048837	-0.071604148	-2.311251022						
0.8385	0.0048302	173.5952963	-0.0048302	0.8385	0	0.0048302	-0.076496933	-2.316034886						
0.82875	0.0047744	173.5820208	-0.0047742	0.82875	0	0.0047743	-0.081576459	-2.321090295						
0.81925	0.0047212	173.5257985	-0.0047208	0.81925	0	0.004721	-0.08658355	-2.325966						
0.8095	0.0046652	173.5188202	-0.0046648	0.8095	0	0.004665	-0.091783147	-2.331148352						
0.8	0.0046104	173.5207357	-0.00461	0.8	0	0.0046102	-0.096910013	-2.336280234						
0.7905	0.0045564	173.4922307	-0.0045564	0.7905	0	0.0045564	-0.102098126	-2.341378157						
0.78075	0.0045008	173.469161	-0.0045008	0.78075	0	0.0045008	-0.107488007	-2.346710285						
0.77125	0.004446	173.4705353	-0.0044458	0.77125	0	0.0044459	-0.112804823	-2.35204031						
0.7615	0.0043904	173.4466108	-0.00439	0.7615	0	0.0043902	-0.118330092	-2.357515695						
0.752	0.0043364	173.4157366	-0.004336	0.752	0	0.0043362	-0.123782159	-2.362890695						
0.7425	0.0042816	173.4164798	-0.0042814	0.7425	0	0.0042815	-0.129303542	-2.368404052						
0.73275	0.0042258	173.3991197	-0.0042254	0.73275	0	0.0042256	-0.135044173	-2.374111616						
0.72325	0.0041724	173.3414821	-0.004172	0.72325	0	0.0041722	-0.140711558	-2.379634881						
0.7135	0.004116	173.3479106	-0.004116	0.7135	0	0.004116	-0.146606023	-2.385524634						
0.704	0.0040614	173.3392426	-0.004061	0.704	0	0.0040612	-0.152427341	-2.391345622						
0.6945	0.0040076	173.2957381	-0.004007	0.6945	0	0.0040073	-0.15832775	-2.397148144						
0.68475	0.0039512	173.3017817	-0.0039512	0.68475	0	0.0039512	-0.164467959	-2.403270987						
0.67525	0.0038964	173.3009958	-0.0038964	0.67525	0	0.0038964	-0.170535407	-2.409336465						
0.6655	0.0038404	173.2892407	-0.0038402	0.6655	0	0.0038403	-0.17685194	-2.415634848						
0.656	0.0037868	173.2333369	-0.0037864	0.656	0	0.0037866	-0.183096161	-2.421750569						
0.6465	0.0037314	173.2593665	-0.0037314	0.6465	0	0.0037314	-0.189431471	-2.428128193						
0.63675	0.0036758	173.2275967	-0.0036754	0.63675	0	0.0036756	-0.196031046	-2.434671757						
0.62725	0.0036206	173.2447661	-0.0036202	0.62725	0	0.0036204	-0.20255933	-2.441243444						
0.6175	0.0035658	173.1729205	-0.0035656	0.6175	0	0.0035657	-0.209363038	-2.447855199						
0.608	0.0035104	173.1996354	-0.0035104	0.608	0	0.0035104	-0.216096421	-2.454643394						
0.5985	0.0034554	173.207154	-0.0034554	0.5985	0	0.0034554	-0.222935845	-2.461501671						
0.58875	0.0034006	173.1312121	-0.0034004	0.58875	0	0.0034005	-0.23006908	-2.468457221						
0.57925	0.0033456	173.1378527	-0.0033458	0.57925	0	0.0033457	-0.237133958	-2.475513004						
0.5695	0.0032894	173.1318782	-0.0032892	0.5695	0	0.0032893	-0.244506272	-2.482896515						
0.56	0.0032344	173.1387583	-0.0032344	0.56	0	0.0032344	-0.251811973	-2.490206272						
0.5505	0.0031802	173.1023206	-0.00318	0.5505	0	0.0031801	-0.259242677	-2.497559223						
0.54075	0.003124	173.0953905	-0.0031238	0.54075	0	0.0031239	-0.267003472	-2.505302877						
0.53125	0.003069	173.1019876	-0.003069	0.53125	0	0.003069	-0.274701057	-2.513003112						
0.5215	0.003014	173.0258792	-0.0030138	0.5215	0	0.0030139	-0.282745687	-2.520871162						
0.512	0.0029588	173.0431256	-0.0029586	0.512	0	0.0029587	-0.290730039	-2.528899068						
0.5025	0.0029036	173.0610277	-0.0029034	0.5025	0	0.0029035	-0.298863934	-2.53707817						
0.49275	0.0028474	173.0526094	-0.002847	0.49275	0	0.0028472	-0.307373367	-2.545582025						
0.48325	0.0027932	173.0094515	-0.002793	0.48325	0	0.0027931	-0.315828137	-2.553913515						
0.4735	0.002737	172.9996346	-0.0027368	0.4735	0	0.0027369	-0.324680017	-2.56274107						
0.464	0.0026818	173.0181222	-0.0026814	0.464	0	0.0026816	-0.333482019	-2.571606003						
0.4545	0.0026274	172.9846997	-0.0026274	0.4545	0	0.0026274	-0.342466112	-2.580473804						
0.44475	0.0025714	172.9602551	-0.002571	0.44475	0	0.0025712	-0.351884043	-2.589864141						
0.43525	0.0025162	172.9790955	-0.002516	0.43525	0	0.0025161	-0.36126122	-2.599272102						
0.4255	0.0024596	172.995609	-0.0024594	0.4255	0	0.0024595	-0.371100436	-2.609153173						
0.416	0.0024058	172.9154543	-0.0024056	0.416	0	0.0024057	-0.380906669	-2.618758532						
0.4065	0.0023506	172.9345699	-0.0023502	0.4065	0	0.0023504	-0.39093945	-2.628858222						
0.39675	0.0022942	172.9360997	-0.0022938	0.39675	0	0.002294	-0.401483065	-2.639406586						
0.38725	0.00224	172.8794643	-0.0022396	0.38725	0	0.0022398	-0.412008574	-2.64979076						
0.3775	0.0021838	172.8638154	-0.0021836	0.3775	0	0.0021837	-0.423083044	-2.660807026						
0.368	0.0021284	172.8998309	-0.0021286	0.368	0	0.0021285	-0.434152181	-2.671926345						
0.3585	0.0020742	172.8377206	-0.002074	0.3585	0	0.0020741	-0.44551084	-2.683170309						
0.34875	0.0020178	172.8367529	-0.0020178	0.34875	0	0.0020178	-0.457485784	-2.695121882						
0.33925	0.0019626	172.857434	-0.0019624	0.33925	0	0.0019625	-0.469480144	-2.707190335						
0.3295	0.0019062	172.856993	-0.001906	0.3295	0	0.0019061	-0.482144581	-2.719854319						
0.32	0.001852	172.7861771	-0.0018516	0.32	0	0.0018518	-0.494850022	-2.73240592						
0.3105	0.0017968	172.8072128	-0.0017964	0.3105	0	0.0017966	-0.507938395	-2.745548605						
0.30075	0.0017402	172.8249626	-0.0017402	0.30075	0	0.0017402	-0.521794364	-2.759400836						
0.29125	0.001686	172.7461447	-0.0016858	0.29125	0	0.0016859	-0.535734066	-2.773168189						
0.2815	0.0016294	172.7629802	-0.0016294	0.2815	0	0.0016294	-0.550521601	-2.787972288						
0.272	0.0015742	172.7861771	-0.001574	0.272	0	0.0015741	-0.565431096	-2.802967681						
0.2625	0.00152	172.6973684	-0.0015198	0.2625	0	0.0015199	-0.580870692	-2.818184985						
0.25275	0.001463	172.7614491	-0.0014632	0.25275	0	0.0014631	-0.597308836	-2.83472599						
0.24325	0.0014082	172.7382474	-0.0014078	0.24325	0	0.001408	-0.613947151	-2.851397345						
0.2335	0.0013512	172.8093546	-0.0013514	0.2335	0	0.0013513	-0.631713115	-2.869248223						
0.224	0.0012974	172.6529983	-0.001297	0.224	0	0.0012972	-0.649751982	-2.88699306						
0.2145	0.001242	172.705314	-0.0012416	0.2145	0	0.0012418	-0.668572703	-2.905948344						
0.20475	0.0011854	172.7265058	-0.0011852	0.20475	0	0.0011853	-0.68877609	-2.926171716						
0.19525	0.001131	172.6348364	-0.0011308	0.19525	0	0.0011309	-0.709408957	-2.946575796						
0.1855	0.0010746	172.6223711	-0.0010744	0.1855	0	0.0010745	-0.731656086	-2.96879358						
0.176	0.001019	172.7183513	-0.001019	0.176	0	0.001019	-0.754487332	-2.991825816						
0.1665	0.0009649	172.5567416	-0.00096426	0.1665	0	0.00096458	-0.778585762	-3.015661747						
0.15675	0.0009082	172.5941423	-0.00090764	0.15675	0	0.00090792	-0.80479245	-3.041952417						
0.14725	0.00085296	172.6341212	-0.0008523	0.14725	0	0.00085263	-0.831944697	-3.069239391						
0.1375	0.00079632	172.6692787	-0.00079574	0.1375	0	0.00079603	-0.861697302	-3.099070565						
0.128	0.00074204	172.4974395	-0.00074144	0.128	0	0.00074174	-0.89279003	-3.1297483						
0.1185	0.00068656	172.5996271	-0.00068606	0.1185	0	0.00068631	-0.92628165	-3.163479673						
0.10875	0.00062998	172.6245278	-0.00062946	0.10875	0	0.00062972	-0.963570734	-3.200852513						
0.09925	0.00057562	172.4227789	-0.00057514	0.09925	0	0.00057538	-1.003269485	-3.240045238						
0.0895	0.00051914	172.4005085	-0.0005187	0.0895	0	0.00051892	-1.048176965	-3.284899591						
0.08	0.00046356	172.5774441	-0.00046312	0.08	0	0.00046334	-1.096910013	-3.334100206						
0.0705	0.0004093	172.2452968	-0.00040888	0.0705	0	0.00040909	-1.151810883	-3.388181136						
0.06075	0.00035266	172.2622356	-0.0003522	0.06075	0	0.00035243	-1.216453718	-3.45292713						
0.05125	0.00029728	172.396394	-0.0002968	0.05125	0	0.00029704	-1.29030613	-3.527185064						
0.0415	0.00024066	172.4424499	-0.0002403	0.0415	0	0.00024048	-1.381951903	-3.618921037						
0.032	0.00018632	171.7475311	-0.00018598	0.032	0	0.00018615	-1.494850022	-3.730136959						
0.0225	0.00013092	171.8606783	-0.0001305	0.0225	0	0.00013071	-1.647817482	-3.883691185						
0.01275	7.40E-05	172.1949111	-7.34E-05	0.01275	0	0.000073714	-1.894489815	-4.132450022						
0.00325	2.01E-05	161.4024632	-1.87E-05	0.00325	0	0.000019439	-2.488116639	-4.71132608						
